timestamp,aX,aY,aZ,gX,gY,gZ
9081.56,0.976,-0.024,-0.102,8.118,6.653,0.916
9101.968,0.973,-0.041,-0.076,6.287,1.953,0.793
9122.376,0.98,-0.028,-0.065,2.075,0.305,2.136
9142.784,0.981,-0.047,-0.031,-1.526,0.916,2.258
9163.192,0.985,-0.03,-0.068,-3.662,2.258,3.296
9183.6,0.993,-0.031,-0.046,-4.395,1.587,2.502
9204.008,0.988,-0.035,-0.067,-3.845,1.465,0.854
9224.416,0.976,-0.085,-0.038,-1.587,0.122,0.427
9244.824,0.996,-0.014,-0.047,-2.136,1.038,4.944
9265.232,1.001,-0.021,-0.041,-1.038,1.404,2.808
9285.64,0.986,-0.009,-0.058,-1.709,2.502,1.526
9306.048,0.974,-0.009,-0.081,-2.869,2.197,1.526
9326.456,0.969,-0.057,-0.059,0.366,-0.61,-0.793
9346.864,0.971,-0.054,-0.068,0.793,0.732,0.305
9367.272,0.973,-0.052,-0.069,-0.122,0.122,0.977
9387.68,0.985,-0.042,-0.05,-0.061,-1.465,1.099
9408.088,0.981,-0.07,-0.054,1.404,-0.549,2.014
9428.496,0.998,-0.025,-0.047,0.61,-0.793,2.075
9448.904,1,-0.023,-0.044,1.221,-0.366,1.282
9469.312,1,-0.056,-0.025,0.916,-0.977,0
9489.72,0.997,-0.034,-0.044,0.366,2.258,1.404
9510.128,0.997,-0.035,-0.077,1.221,1.709,1.16
9530.536,1.001,-0.032,-0.05,0.305,1.282,0.488
9550.944,0.999,-0.064,-0.036,0.366,1.831,0.488
9571.352,1.001,-0.033,-0.043,-0.549,2.808,1.587
9591.76,0.995,-0.037,-0.045,-0.244,4.028,1.099
9612.168,0.994,-0.025,-0.054,0.732,1.953,2.441
9632.576,0.991,-0.025,-0.045,1.099,1.16,1.587
9652.984,0.984,-0.045,-0.04,0.61,2.747,2.075
9673.392,0.981,-0.017,-0.074,1.526,3.418,2.136
9693.8,0.977,-0.037,-0.076,1.099,2.197,2.38
9714.208,0.23,-0.401,2.132,134.46,-167.236,-195.435
9734.616,0.115,-0.573,2.087,123.84,-89.233,-211.243
9755.024,-0.072,-0.798,1.802,126.038,-20.935,-229.614
9775.432,-0.241,-0.837,1.519,116.943,18.555,-240.906
9795.84,-0.329,-1.151,1.803,77.026,39.612,-221.619
9816.248,-0.298,-0.668,1.996,58.96,78.674,-190.063
9836.656,-0.665,-0.956,1.686,58.35,155.945,-227.356
9857.064,-0.723,-1.183,1.724,35.461,186.89,-235.718
9877.472,-1.06,-1.152,1.681,66.101,222.229,-211.792
9897.88,-1.234,-1.754,1.251,33.63,274.475,-221.68
9918.288,-1.24,-1.86,1.047,54.443,294.373,-134.888
9938.696,-1.198,-1.927,0.53,10.986,319.092,-99.854
9959.104,-0.876,-1.612,0.56,31.372,258.362,-47.913
9979.512,-0.781,-1.427,0.633,11.047,253.784,-18.066
9999.92,-0.78,-1.425,0.49,9.888,256.775,-4.944
10020.328,-0.824,-1.591,0.414,-12.695,242.554,22.034
10040.736,-0.719,-1.504,0.498,-30.212,228.882,72.266
10061.144,-0.696,-1.383,0.45,-28.809,236.511,95.764
10081.552,-0.624,-1.343,0.426,-47.119,240.723,123.23
10101.96,-0.42,-0.976,0.358,-35.889,227.295,139.771
10122.368,-0.337,-0.898,0.276,-20.386,202.698,126.526
10142.776,-0.209,-0.856,0.25,-15.076,176.697,129.272
10163.184,-0.076,-0.822,0.248,-7.812,151.184,133.545
10183.592,0.007,-0.746,0.201,2.686,139.832,141.296
10204,0.109,-0.504,0.149,22.522,114.441,147.034
10224.408,0.22,-0.372,0.242,36.316,87.28,139.465
10244.816,0.331,-0.287,0.225,41.443,87.463,135.437
10265.224,0.383,-0.153,0.159,39.551,91.675,135.193
10285.632,0.452,-0.082,0.008,49.988,83.862,129.211
10306.04,0.588,0.109,0.103,82.581,35.278,112
10326.448,0.642,0.136,0.155,101.99,19.714,91.248
10346.856,0.664,-0.007,0.14,95.154,12.817,71.045
10367.264,0.712,0.022,0.218,78.308,16.479,73.303
10387.672,0.752,0.031,0.151,64.148,27.161,77.332
10408.08,0.84,0.199,0.194,48.096,25.94,85.876
10428.488,0.929,0.468,0.147,52.673,30.151,71.716
10448.896,0.945,0.405,0.111,45.959,25.024,45.898
10469.304,0.967,0.345,0.083,33.936,16.785,26.489
10489.712,0.964,0.3,0.125,26.245,14.16,17.7
10510.12,0.925,0.219,0.047,20.325,20.081,6.714
10530.528,0.939,0.209,0.012,11.902,18.982,6.226
10550.936,0.96,0.177,0.053,12.207,13.977,0.977
10571.344,0.967,0.091,0.026,15.137,15.93,-1.343
10591.752,0.98,0.076,0.011,3.723,16.113,3.723
10612.16,1,0.107,-0.008,-0.549,13.611,4.7
10632.568,0.998,0.068,-0.004,-0.183,8.362,0.671
10652.976,1.003,0.054,0.002,-4.211,3.296,0.366
10673.384,1.004,0.074,0.025,-5.798,3.601,0.305
10693.792,0.993,0.004,0.079,-4.822,-0.549,-4.7
10714.2,0.99,-0.055,0.105,0.916,-0.183,-7.263
10734.608,0.981,-0.09,0.076,6.531,0.366,-7.08
10755.016,0.976,-0.127,0.08,5.005,3.418,-2.502
10775.424,0.99,-0.094,0.078,-1.343,8.362,2.686
10795.832,0.989,-0.008,0.014,-6.653,11.658,5.676
10816.24,0.992,-0.005,0.051,-5.188,7.019,0.427
10836.648,0.976,-0.047,0.02,-3.906,6.958,-1.831
10857.056,0.97,-0.122,0.065,-1.587,2.808,-2.014
10877.464,0.97,-0.099,0.021,-2.441,6.775,0.916
10897.872,0.949,-0.079,-0.024,-1.953,2.869,1.16
10918.28,0.963,-0.097,-0.005,-0.854,1.465,2.563
10938.688,0.961,-0.068,-0.019,-2.319,1.221,3.723
10959.096,0.978,-0.083,0.018,-0.671,0.427,4.7
10979.504,0.989,-0.043,-0.001,2.38,-0.183,5.31
10999.912,1.001,-0.069,0.052,1.587,0.305,5.249
11020.32,1.016,-0.009,0.042,-2.563,2.014,6.042
11040.728,1.007,-0.032,0.052,-5.249,3.601,4.15
11061.136,1,-0.033,0.018,-4.456,3.662,2.686
11081.544,0.981,-0.067,0.022,0.549,0.977,0.427
11101.952,0.976,-0.07,0.048,-1.221,1.526,1.221
11122.36,0.969,-0.063,0.007,-0.916,2.014,2.136
11142.768,0.968,-0.037,-0.012,-0.305,1.16,1.953
11163.176,0.964,-0.088,0.022,2.563,0.61,0.854
11183.584,0.999,-0.016,-0.018,1.831,2.991,4.15
11203.992,0.999,-0.042,0.01,0.793,-0.305,0.488
11224.4,1.006,-0.064,0.039,1.892,0.671,0.488
11244.808,1.021,-0.034,0.079,0.183,-1.221,2.136
11265.216,1.024,-0.014,0.075,-1.404,3.113,1.16
11285.624,0.992,-0.071,0.029,-3.113,5.737,0.244
11306.032,0.99,-0.042,0.026,-4.578,5.676,2.625
11326.44,0.977,-0.032,-0.006,-1.099,4.333,1.404
11346.848,0.966,-0.029,-0.018,-0.305,2.319,-0.61
11367.256,0.966,-0.062,-0.012,0.793,1.587,0.183
11387.664,0.977,-0.052,-0.01,-1.709,1.221,-0.183
11408.072,0.967,-0.078,0.003,-0.671,0.427,1.16
11428.48,0.982,-0.047,-0.007,-2.258,0.977,2.686
11448.888,0.989,-0.062,0.007,-1.343,-0.244,0.671
11469.296,0.987,-0.048,0.005,-0.61,0.061,1.099
11489.704,0.999,-0.063,0.028,-0.122,-0.61,1.038
11510.112,1.002,-0.04,0.008,0.305,1.343,1.709
11530.52,1.008,-0.034,0.052,-0.549,0.732,0.977
11550.928,1,-0.057,0.017,-1.099,2.747,0.061
11571.336,0.99,-0.068,0.013,-1.465,2.991,0.122
11591.744,0.984,-0.072,0.014,0.122,2.808,0.488
11612.152,0.97,-0.101,-0.009,0.732,2.93,1.038
11632.56,0.984,-0.036,-0.01,-0.488,4.089,4.15
11652.968,1,0.008,-0.017,-2.991,2.93,5.188
11673.376,0.994,-0.039,0.004,1.648,2.014,0.549
11693.784,0.993,-0.057,0.011,1.77,2.075,1.648
11714.192,0.99,-0.045,0.038,0.427,1.465,-0.244
11734.6,0.965,-0.108,0.014,2.258,1.892,-0.732
11755.008,0.971,-0.101,0.026,1.587,1.099,1.648
11775.416,0.977,-0.071,0,2.014,3.052,3.235
11795.824,0.985,-0.031,-0.022,2.441,3.174,4.456
11816.232,0.986,-0.038,-0.009,3.113,2.197,2.686
11836.64,0.986,-0.024,-0.005,3.174,0.61,2.563
11857.048,0.989,-0.02,0.003,1.587,0.488,2.319
11877.456,0.981,-0.022,-0.008,1.099,2.197,1.526
11897.864,0.978,-0.046,-0.013,2.014,0.549,0.61
11918.272,0.967,-0.037,-0.009,2.197,0.549,0.488
11938.68,0.968,-0.053,0.004,2.441,0.671,0.366
11959.088,0.975,-0.055,-0.016,1.526,-14.954,2.441
11979.496,0.981,-0.026,-0.003,1.282,-0.916,2.319
11999.904,0.996,-0.02,0.003,1.465,1.343,2.686
12020.312,0.998,-0.042,-0.005,1.587,0.549,0.916
12040.72,1.001,-0.046,0.029,0.366,-1.404,2.563
12061.128,1.005,-0.009,-0.005,-1.587,0.366,2.258
12081.536,1.001,-0.029,0.017,-2.686,0.916,0.854
12101.944,0.981,-0.087,0.006,-0.732,0.977,-0.305
12122.352,1.001,-0.028,-0.002,-1.465,1.343,2.502
12142.76,0.3,0.647,2.125,166.931,-279.236,-23.071
12163.168,0.417,0.687,2.085,166.199,-222.473,-46.143
12183.576,0.43,0.902,2.129,202.209,-169.495,-86.914
12203.984,0.176,0.191,1.909,223.938,-106.201,-227.966
12224.392,-0.073,-0.345,1.868,227.234,-72.632,-270.325
12244.8,-0.234,-1.085,1.744,195.374,-15.32,-307.373
12265.208,-0.195,-1.222,2,118.652,23.132,-202.454
12285.616,-0.078,-0.667,1.788,80.933,100.708,-177.307
12306.024,-0.165,-0.407,1.483,55.786,114.99,-190.308
12326.432,-0.244,-0.524,1.438,48.401,125.549,-213.501
12346.84,-0.304,-0.606,1.776,54.993,141.724,-217.834
12367.248,-0.421,-0.66,1.822,57.8,187.439,-218.75
12387.656,-0.827,-1.06,1.281,43.213,255.249,-231.018
12408.064,-1.051,-1.919,1.398,16.418,259.827,-216.187
12428.472,-1.054,-2.227,1.038,7.629,286.377,-167.297
12448.88,-0.87,-1.821,0.769,14.038,265.259,-59.937
12469.288,-0.823,-1.807,0.851,-15.869,254.578,-18.372
12489.696,-0.79,-1.696,0.675,-28.503,263,25.635
12510.104,-0.7,-1.502,0.666,-23.865,243.896,42.48
12530.512,-0.691,-1.616,0.61,-9.705,242.615,62.317
12550.92,-0.638,-1.513,0.409,-10.437,228.149,98.877
12571.328,-0.467,-1.331,0.363,-12.39,218.14,117.249
12591.736,-0.274,-1.061,0.293,1.16,203.186,146.24
12612.144,-0.141,-0.845,0.217,34.607,180.481,165.894
12632.552,0.032,-0.532,0.193,45.715,163.94,156.616
12652.96,0.139,-0.516,0.172,37.72,147.766,137.634
12673.368,0.207,-0.455,0.121,39.063,133.423,131.653
12693.776,0.288,-0.44,0.088,37.537,101.685,127.319
12714.184,0.367,-0.376,0.227,43.579,85.083,128.113
12734.592,0.398,-0.22,0.103,73.12,86.121,125.732
12755,0.466,-0.087,0.048,73.975,58.35,110.352
12775.408,0.49,-0.091,0.144,61.401,43.884,96.619
12795.816,0.576,-0.098,0.159,56.213,46.753,84.839
12816.224,0.611,-0.016,0.059,67.2,42.419,84.778
12836.632,0.676,0.054,0.132,60.73,19.165,80.994
12857.04,0.723,0.046,0.171,44.312,24.048,79.895
12877.448,0.825,0.288,0.178,34.119,34.485,88.013
12897.856,0.868,0.42,0.096,36.926,40.649,65.125
12918.264,0.899,0.371,-0.018,42.053,27.588,36.072
12938.672,0.917,0.252,0.066,35.828,12.634,23.01
12959.08,0.932,0.308,0.03,28.442,18.555,21.545
12979.488,0.936,0.246,-0.075,21.729,19.409,16.235
12999.896,0.958,0.259,-0.01,8.24,12.573,17.151
13020.304,0.993,0.282,-0.047,3.662,12.146,9.216
13040.712,0.984,0.228,-0.066,3.784,8.85,2.136
13061.12,0.993,0.118,-0.054,2.441,2.014,-1.587
13081.528,1.016,0.094,-0.021,-3.296,-0.916,-1.404
13101.936,1.012,0.038,-0.012,-5.676,0.732,-2.197
13122.344,0.998,0.006,-0.007,-6.653,-0.244,-2.014
13142.752,1.002,0.014,-0.005,-6.897,-0.671,-1.77
13163.16,0.999,-0.019,0.024,-2.808,-2.686,-6.348
13183.568,0.992,-0.077,0.033,0.183,-0.549,-5.066
13203.976,1.001,-0.025,0.028,-2.991,1.16,-0.916
13224.384,0.995,-0.051,0.013,-5.676,1.343,-1.282
13244.792,1,-0.028,0.018,-0.122,1.465,-1.099
13265.2,0.999,-0.057,0.021,9.033,4.211,-2.686
13285.608,0.977,-0.079,0.015,5.676,3.418,-1.526
13306.016,0.981,-0.057,0.019,3.723,3.601,-0.061
13326.424,0.969,-0.049,-0.031,-1.404,5.188,1.282
13346.832,0.96,-0.046,-0.044,-1.038,3.784,3.845
13367.24,0.972,-0.009,-0.029,1.526,0.549,3.174
13387.648,0.977,-0.048,0.007,3.784,-0.305,-0.427
13408.056,0.989,-0.037,-0.015,3.113,1.709,2.319
13428.464,0.997,-0.029,-0.023,2.686,1.648,2.136
13448.872,0.983,-0.054,0,3.296,-0.183,0.244
13469.28,0.991,-0.027,0.004,0.793,1.099,3.418
13489.688,0.988,-0.022,-0.019,0.732,3.479,3.113
13510.096,0.973,-0.053,0.008,0.366,1.099,2.136
13530.504,0.966,-0.038,-0.004,0.732,2.563,4.272
13550.912,0.962,-0.012,-0.029,0,2.502,5.127
13571.32,0.953,-0.016,-0.042,2.625,1.953,4.578
13591.728,0.973,0.015,-0.055,2.197,0.244,3.296
13612.136,0.986,0.002,-0.065,2.258,0.61,0.488
13632.544,0.974,-0.035,-0.043,-1.953,-1.831,-1.16
13652.952,0.987,-0.048,-0.02,-1.953,-1.831,0.183
13673.36,0.99,-0.058,0.006,-1.526,-2.441,-0.183
13693.768,1,-0.032,0.03,-3.357,-3.845,1.831
13714.176,1,-0.074,0.053,0,-1.648,1.282
13734.584,1.005,-0.044,0.013,-1.221,0.244,3.906
13754.992,1.015,0.002,-0.009,-0.549,0.977,3.235
13775.4,1.001,-0.014,-0.013,1.16,-0.061,0.488
13795.808,0.999,-0.043,0.007,-0.244,0.854,1.282
13816.216,0.999,-0.03,0.026,-0.671,0.854,1.099
13836.624,0.987,-0.046,0,-1.282,2.747,0.793
13857.032,0.992,-0.052,0.013,-1.709,1.526,1.831
13877.44,0.992,-0.021,-0.002,-2.808,3.662,3.784
13897.848,0.981,-0.044,0.006,-3.174,3.052,2.869
13918.256,0.967,-0.042,-0.024,0.427,2.502,3.052
13938.664,0.976,-0.025,-0.025,-0.732,2.136,3.601
13959.072,0.981,-0.019,-0.035,0,1.465,3.479
13979.48,0.981,-0.012,-0.033,1.038,0.793,2.686
13999.888,0.975,-0.012,-0.053,0.916,0.671,2.502
14020.296,1,0.015,-0.033,-0.122,-0.61,2.747
14040.704,0.999,-0.024,-0.004,2.747,-2.502,-1.16
14061.112,1.004,-0.029,0.005,3.601,-0.793,-0.61
14081.52,0.987,-0.029,0,3.357,0.305,-0.916
14101.928,0.989,-0.061,0.028,1.16,0.854,0.671
14122.336,0.995,-0.02,0.001,0.732,1.526,2.258
14142.744,1.001,-0.017,0.01,1.038,2.686,1.282
14163.152,0.993,-0.039,0.002,0.488,2.136,0.549
14183.56,0.989,-0.05,-0.002,-0.366,1.648,2.075
14203.968,0.987,-0.018,-0.021,1.831,2.014,1.648
14224.376,0.992,-0.012,-0.017,0.854,1.221,1.526
14244.784,0.989,-0.027,-0.011,-0.305,1.221,1.221
14265.192,0.99,-0.02,0.004,0.061,1.404,1.404
14285.6,0.986,-0.021,-0.001,0.305,2.625,1.282
14306.008,0.983,-0.001,-0.017,-0.549,2.441,1.648
14326.416,0.981,-0.029,-0.024,2.014,2.808,0.488
14346.824,0.974,-0.022,-0.022,1.587,2.258,1.099
14367.232,0.979,-0.03,-0.025,0.671,2.991,1.709
14387.64,0.99,-0.008,-0.026,-1.038,3.174,2.197
14408.048,0.988,-0.029,-0.008,-1.099,1.953,2.136
14428.456,0.989,-0.025,0.002,-0.732,0.488,2.319
14448.864,0.988,-0.03,0,-0.549,0.977,1.465
14469.272,0.981,-0.022,-0.027,1.587,1.953,2.197
14489.68,0.987,-0.017,-0.039,1.892,1.404,1.77
14510.088,0.989,-0.012,-0.043,0.366,2.075,2.075
14530.496,0.985,-0.026,-0.019,-1.282,0.793,1.343
14550.904,0.996,0,-0.009,-1.099,1.221,2.625
14571.312,-0.041,-1.018,1.873,150.818,-161.987,-265.137
14591.72,0.085,-1.135,2.093,113.22,-85.144,-207.275
14612.128,0.248,-0.662,2.202,102.112,-28.015,-183.35
14632.536,0.05,-0.462,1.761,115.601,37.781,-222.046
14652.944,-0.194,-0.792,1.672,112.61,55.664,-272.217
14673.352,-0.381,-1.26,1.974,100.342,84.839,-250.366
14693.76,-0.552,-1.436,1.623,81.299,165.405,-222.046
14714.168,-0.445,-1.248,1.728,31.921,195.923,-191.528
14734.576,-0.763,-1.349,1.298,27.344,264.221,-190.125
14754.984,-0.836,-1.695,0.811,-0.427,264.221,-177.063
14775.392,-0.824,-1.733,1.037,-13.184,240.723,-123.657
14795.8,-0.826,-1.771,0.982,-15.32,255.127,-96.008
14816.208,-0.798,-1.795,0.563,2.136,254.028,-46.204
14836.616,-0.608,-1.396,0.604,-1.221,211.67,6.47
14857.024,-0.547,-1.271,0.77,-5.615,206.543,13.794
14877.432,-0.617,-1.502,0.716,-0.366,229.431,16.357
14897.84,-0.63,-1.487,0.469,-0.916,243.958,55.969
14918.248,-0.582,-1.382,0.453,-7.324,231.812,80.811
14938.656,-0.522,-1.302,0.421,-21.118,236.206,104.492
14959.064,-0.406,-1.087,0.23,-15.991,230.652,126.282
14979.472,-0.344,-1.054,0.179,-6.653,209.961,130.127
14999.88,-0.206,-1.04,0.305,5.432,171.57,144.287
15020.288,-0.104,-0.929,0.335,22.888,163.696,166.138
15040.696,-0.064,-0.786,0.296,27.71,158.142,182.251
15061.104,0.073,-0.454,0.154,54.016,135.315,190.857
15081.512,0.161,-0.336,0.084,68.542,101.318,169.739
15101.92,0.299,-0.278,0.088,88.806,77.454,159.851
15122.328,0.458,-0.078,0.213,97.473,56.519,155.273
15142.736,0.535,0.109,0.175,89.905,52.673,149.048
15163.144,0.637,0.321,0.065,74.585,44.495,126.404
15183.552,0.67,0.286,0.027,57.556,33.875,102.722
15203.96,0.757,0.355,0.013,58.594,17.883,82.703
15224.368,0.812,0.343,0.058,57.983,11.292,68.359
15244.776,0.844,0.268,0.066,52.002,10.01,53.528
15265.184,0.882,0.317,0.07,42.236,9.521,48.645
15285.592,0.879,0.272,0.029,36.621,14.587,34.485
15306,0.88,0.244,-0.019,29.236,16.113,31.433
15326.408,0.923,0.355,-0.019,8.118,16.846,24.536
15346.816,0.955,0.359,-0.055,7.446,14.038,13.489
15367.224,0.952,0.299,-0.017,12.878,1.831,7.69
15387.632,0.959,0.228,0.057,17.334,-2.625,-1.77
15408.04,0.962,0.155,0.063,12.756,-0.366,-2.808
15428.448,0.997,0.187,0.041,2.625,7.324,0.549
15448.856,0.979,0.171,0.011,-0.549,6.165,-2.258
15469.264,0.97,0.077,0.038,-0.61,5.554,-1.831
15489.672,0.98,0.067,-0.039,1.343,6.653,-1.099
15510.08,0.988,0.084,0.006,-1.709,0.305,-1.587
15530.488,1.001,0.069,0.032,2.808,-0.549,-6.897
15550.896,0.996,0.002,0.049,-0.061,-1.343,-9.705
15571.304,0.993,-0.04,0.051,2.563,-1.16,-10.376
15591.712,0.991,-0.065,0.058,-0.549,-0.427,-6.775
15612.12,0.973,-0.09,0.042,-2.686,3.296,-2.502
15632.528,0.979,-0.043,0.031,-0.244,6.714,2.747
15652.936,0.996,0.024,0.011,1.953,5.31,2.625
15673.344,0.995,-0.004,-0.013,3.357,4.15,-2.136
15693.752,0.991,-0.044,0.012,0.549,0.488,-2.441
15714.16,0.992,-0.049,0.026,-1.099,3.418,-1.221
15734.568,0.977,-0.075,0.037,2.136,1.953,-1.038
15754.976,0.981,-0.059,0.04,3.418,5.127,2.014
15775.384,0.984,0.035,0.002,2.808,4.395,2.136
15795.792,0.966,-0.034,0.002,5.249,3.357,-1.038
15816.2,0.965,-0.008,0,4.272,2.136,0.305
15836.608,0.97,-0.039,0.018,-1.16,5.249,1.953
15857.016,0.965,-0.012,-0.039,-1.465,6.836,3.052
15877.424,0.969,-0.015,-0.027,-3.662,5.92,3.723
15897.832,0.979,-0.006,-0.04,-4.028,3.235,1.892
15918.24,0.978,-0.038,-0.011,0.671,1.953,0.305
15938.648,0.988,-0.021,-0.021,2.136,1.77,1.892
15959.056,1,-0.01,0.01,1.648,-2.075,2.808
15979.464,1.004,0.013,0.017,1.709,1.282,3.113
15999.872,1.002,0.015,-0.019,1.404,-0.244,-0.122
16020.28,0.994,-0.043,0.002,0.183,1.343,-1.343
16040.688,0.99,-0.042,-0.01,0.244,0.427,-1.343
16061.096,0.989,-0.049,-0.002,0.671,0.366,-0.183
16081.504,0.994,-0.05,0.019,-0.122,1.587,0.671
16101.912,1.001,-0.018,0.001,-1.16,3.54,2.136
16122.32,0.992,-0.052,0.017,-0.488,2.869,1.587
16142.728,0.991,-0.033,-0.008,0.732,3.357,2.441
16163.136,0.979,-0.041,-0.002,1.953,2.502,1.282
16183.544,0.987,-0.005,-0.013,1.709,3.662,3.418
16203.952,0.979,-0.005,-0.035,0.916,1.953,1.709
16224.36,0.97,-0.064,0.001,0,3.113,3.479
16244.768,0.972,-0.009,-0.046,-1.709,4.333,5.249
16265.176,0.991,0.036,-0.017,-2.014,0.305,4.883
16285.584,0.994,0.005,0.003,0.366,0.061,1.038
16305.992,1,0.001,0.001,0,0.183,-0.671
16326.4,1,-0.011,-0.011,-1.282,3.052,-0.793
16346.808,0.996,-0.01,-0.015,-2.319,2.747,-0.916
16367.216,1.004,-0.027,-0.01,-0.671,4.639,0.793
16387.624,1.002,0.001,-0.024,-0.488,4.456,-15.564
16408.032,0.99,-0.047,-0.005,-1.648,2.991,-0.916
16428.44,0.982,-0.086,-0.005,-0.793,1.221,-0.977
16448.848,0.975,-0.085,-0.007,1.16,2.991,1.16
16469.256,0.966,-0.095,-0.016,2.563,2.014,2.93
16489.664,0.992,0.016,-0.028,3.662,1.404,7.263
16510.072,0.993,-0.001,-0.008,3.723,0.122,4.822
16530.48,0.985,0.004,-0.04,1.77,3.052,3.601
16550.888,0.995,0.036,-0.04,1.465,2.38,2.747
16571.296,0.982,0.018,-0.04,1.404,1.16,0.061
16591.704,0.981,-0.039,-0.006,1.648,1.709,-0.061
16612.112,0.989,0.012,-0.026,1.465,2.136,1.099
16632.52,0.985,0.004,-0.026,0.732,0.977,0.122
16652.928,0.968,-0.046,-0.042,-0.427,2.075,-0.244
16673.336,0.978,-0.027,-0.028,-1.16,0.854,1.77
16693.744,0.989,-0.021,0.007,-1.221,-0.488,2.93
16714.152,0.996,0.014,-0.018,-1.343,0.793,3.235
16734.56,0.993,-0.005,-0.011,-0.61,0.916,2.441
16754.968,0.984,0.011,-0.041,0.61,2.991,1.77
16775.376,0.977,-0.009,-0.048,0.61,1.465,0.427
16795.784,0.99,-0.006,-0.031,0.061,2.014,0.916
16816.192,0.991,-0.035,-0.004,0.488,1.038,0.671
16836.6,0.998,-0.003,-0.023,-1.038,2.747,1.221
16857.008,0.984,-0.046,-0.018,-1.038,1.709,0.122
16877.416,0.987,-0.042,-0.017,-1.77,1.709,2.625
16897.824,0.995,0.01,-0.033,-0.488,2.441,2.991
16918.232,0.993,0,-0.032,0.549,0.366,0.366
16938.64,0.989,-0.037,-0.001,1.038,1.526,1.038
16959.048,0.986,-0.002,-0.037,0.61,3.113,1.587
16979.456,0.982,-0.024,-0.044,2.258,1.77,0.793
16999.864,-0.411,-1.304,1.083,110.901,46.204,-269.531
17020.272,-0.398,-1.646,1.05,69.824,64.209,-242.981
17040.68,-0.154,-1.452,1.542,18.127,75.562,-204.041
17061.088,-0.235,-1.154,1.686,5.554,126.709,-202.515
17081.496,-0.453,-1.291,1.517,-3.174,179.993,-216.553
17101.904,-0.59,-1.488,1.38,-12.878,197.327,-208.374
17122.312,-0.714,-1.519,1.352,-6.165,216.125,-175.72
17142.72,-0.965,-1.442,1.489,1.587,245.789,-141.663
17163.128,-1.191,-1.849,1.029,32.532,295.898,-141.785
17183.536,-1.223,-2.484,0.539,6.592,277.1,-100.708
17203.944,-0.99,-1.762,0.664,-10.62,247.864,28.259
17224.352,-0.819,-1.402,0.871,-26.489,240.479,47.424
17244.76,-0.869,-1.402,0.738,-26.794,267.883,41.26
17265.168,-0.838,-1.498,0.581,-45.349,272.278,62.927
17285.576,-0.785,-1.418,0.709,-39.124,256.775,91.37
17305.984,-0.797,-1.522,0.643,-14.16,266.479,108.521
17326.392,-0.673,-1.175,0.234,-11.292,265.808,142.334
17346.8,-0.457,-1.086,0.323,-12.085,211.426,142.212
17367.208,-0.277,-0.904,0.37,10.559,211.609,148.56
17387.616,-0.115,-0.66,0.288,38.391,194.397,150.208
17408.024,-0.037,-0.482,0.101,54.26,177.063,148.499
17428.432,0.091,-0.42,0.076,59.143,132.019,134.46
17448.84,0.205,-0.397,0.135,64.575,100.586,129.15
17469.248,0.349,-0.3,0.177,72.754,88.196,127.869
17489.656,0.432,-0.188,0.165,89.661,73.181,126.465
17510.064,0.463,-0.112,0.128,93.811,62.927,120.361
17530.472,0.548,0.022,0.069,90.576,46.753,107.849
17550.88,0.597,0.021,0.052,77.454,35.461,93.018
17571.288,0.634,-0.073,0.028,58.838,21.606,79.285
17591.696,0.666,-0.086,0.059,58.655,11.597,78.369
17612.104,0.74,0.064,0.072,59.814,6.165,81.116
17632.512,0.785,0.115,0.071,52.551,3.479,72.693
17652.92,0.843,0.185,0.034,52.002,2.014,58.044
17673.328,0.865,0.178,-0.012,51.453,-3.052,44.495
17693.736,0.871,0.085,0.046,44.373,-8.606,31.433
17714.144,0.921,0.115,0.124,33.875,-7.202,33.447
17734.552,0.972,0.186,0.12,26.428,-1.953,33.386
17754.96,1.016,0.278,0.095,24.231,4.456,26.672
17775.368,1.015,0.256,0.078,15.93,6.775,18.127
17795.776,1.024,0.231,0.053,8.118,5.981,8.423
17816.184,1.01,0.139,0.028,11.108,3.601,-0.061
17836.592,0.997,0.065,0.06,9.277,1.343,-1.404
17857,0.987,0.046,0.016,4.15,4.272,-0.793
17877.408,0.975,-0.024,0.054,-2.502,3.784,2.625
17897.816,0.979,0.022,0.048,-5.859,4.639,6.531
17918.224,0.985,0.057,0.026,0.61,1.709,4.578
17938.632,0.985,-0.002,0.041,2.93,-0.183,0.916
17959.04,0.989,0.002,0.073,0.549,0.061,2.747
17979.448,0.976,-0.015,0.072,-6.836,2.563,3.113
17999.856,0.966,-0.028,0.048,-6.897,4.395,3.54
18020.264,0.994,-0.004,0.028,-4.517,3.845,1.953
18040.672,0.984,-0.026,0.012,-2.93,2.197,-1.465
18061.08,0.976,-0.092,0.047,-2.136,-0.305,-1.648
18081.488,0.961,-0.124,0.057,-1.587,1.16,0.488
18101.896,0.957,-0.13,0.071,-3.967,1.465,5.92
18122.304,0.963,-0.083,0.049,-3.296,2.075,7.812
18142.712,0.987,-0.009,0.021,-0.427,2.563,7.996
18163.12,1,0.011,0.023,-2.747,3.418,3.845
18183.528,0.989,-0.044,0.011,-3.601,1.16,1.648
18203.936,1.004,-0.032,0.033,-2.38,-0.427,2.747
18224.344,1.001,-0.054,0.047,-3.418,0.916,2.014
18244.752,0.988,-0.035,0.041,-5.859,2.93,3.54
18265.16,0.99,-0.017,0.028,-5.066,2.869,2.502
