aX,aY,aZ,gX,gY,gZ
-1.460,0.901,-0.230,-34.790,-66.406,-382.446
-1.815,0.014,-0.536,-33.020,-156.006,-563.110
-2.017,-0.391,-0.378,-17.273,-250.000,-535.828
-1.900,-0.382,0.222,-60.303,-368.591,-474.060
-1.990,-0.854,1.285,-145.142,-505.066,-548.889
-1.837,-1.787,2.168,-167.358,-377.747,-496.765
-0.757,-1.095,1.730,62.805,-259.827,-211.060
-0.623,-0.058,1.663,193.970,-231.445,-112.549
-0.799,0.004,1.732,137.756,-120.239,-248.779
-1.245,-0.751,1.888,6.958,-45.471,-393.616
-1.249,-1.864,1.998,-62.134,-8.972,-417.114
-0.780,-1.716,2.423,23.376,-0.610,-271.973
-0.620,-1.416,2.073,161.438,113.770,-189.270
-0.536,-1.551,1.857,136.841,121.399,-187.683
-0.355,-1.080,2.211,179.260,143.372,-140.869
-0.591,-1.367,1.506,197.021,251.404,-165.466
-0.898,-2.030,0.816,120.361,292.725,-202.454
-0.969,-2.394,0.864,79.041,263.855,-135.071
-1.087,-2.115,1.106,160.156,248.840,-13.855
-1.210,-1.896,0.958,229.370,319.031,79.712
-1.216,-1.854,0.658,236.816,355.164,136.108
-1.363,-1.817,0.151,296.631,401.550,258.240
-1.421,-1.398,-0.348,368.530,400.635,369.446
-1.127,-0.283,-0.643,388.855,303.101,485.596
-0.860,0.251,-0.783,319.458,237.427,486.633
-0.416,0.616,-1.145,170.227,142.517,363.586
-0.103,0.599,-1.059,61.890,57.373,277.222
0.187,0.404,-0.496,18.372,-14.404,185.059
0.278,0.301,-0.474,65.125,0.183,150.513
0.362,0.417,-0.780,134.827,2.380,117.859
0.479,0.336,-0.718,142.822,-32.471,91.003
0.612,0.349,-0.346,160.400,-71.777,77.698
0.717,0.495,-0.220,130.737,-83.984,67.566
0.763,0.497,-0.152,74.036,-89.600,14.954
0.765,0.359,-0.140,67.261,-87.097,-11.658
0.912,0.085,0.023,-0.916,-91.248,-12.207
0.934,0.029,0.089,4.272,-69.275,-0.977
0.966,0.010,-0.067,15.686,-54.688,4.211
1.025,0.212,0.009,11.780,-67.505,14.832
0.996,0.435,0.078,5.371,-53.650,5.676
1.094,0.289,0.182,-28.625,-44.006,-15.015
1.025,-0.037,0.124,-10.071,-10.925,-23.132
1.020,0.033,-0.064,1.648,-1.526,4.944
0.992,0.188,-0.011,4.333,-0.183,13.245
0.961,0.147,-0.158,10.742,7.874,-4.578
0.936,0.034,-0.157,10.010,3.357,-9.155
0.872,0.074,-0.239,18.677,6.165,0.732
0.889,0.092,-0.288,13.245,2.625,1.343
0.914,0.046,-0.195,9.277,-7.629,0.061
0.939,-0.013,-0.114,6.409,-4.456,5.127
0.981,0.074,-0.083,13.000,6.104,19.836
1.036,0.029,-0.151,10.498,9.460,12.878
0.997,0.122,-0.111,13.306,4.150,13.428
0.999,0.151,-0.115,7.690,2.869,4.089
0.991,0.008,-0.127,-5.615,3.784,-3.235
0.989,0.050,-0.184,3.662,6.409,3.113
0.970,0.132,-0.191,9.338,3.174,-1.343
0.977,0.025,-0.196,5.188,3.174,-5.432
0.974,0.068,-0.127,3.967,2.136,2.869
0.968,0.038,-0.165,-0.732,9.155,6.348
0.945,0.109,-0.253,0.610,11.475,11.353
0.952,0.132,-0.243,-3.479,6.348,9.644
0.973,0.178,-0.207,0.305,2.258,5.127
0.969,0.214,-0.154,1.404,-0.183,1.221
0.979,0.144,-0.190,4.150,6.653,-6.348
0.984,0.081,-0.160,1.709,3.906,-8.972
0.995,0.035,-0.121,-0.183,7.751,0.061
0.981,0.069,-0.145,-0.488,11.963,4.028
0.939,0.050,-0.245,-1.770,14.465,6.897
0.950,0.117,-0.259,-2.502,8.362,8.850
0.954,0.089,-0.251,0.061,2.441,-0.183
0.942,0.073,-0.207,-1.282,2.502,-1.587
0.950,0.024,-0.275,1.953,1.770,2.380
0.960,0.117,-0.206,-2.686,-0.488,8.057
0.962,0.078,-0.245,3.235,3.418,1.404
0.965,0.097,-0.176,0.305,0.854,8.057
0.954,0.149,-0.197,5.188,7.019,9.216
0.955,0.175,-0.237,2.197,4.761,0.916
0.943,0.065,-0.236,-1.404,1.648,-3.784
0.961,0.126,-0.133,-2.808,-3.052,1.038
0.951,0.064,-0.183,-5.493,6.714,-2.014

-0.882,-0.546,-1.164,-5.615,-309.448,-81.604
-1.103,-0.829,-0.923,22.278,-395.691,-101.501
-1.583,-1.235,-0.216,24.963,-462.402,-89.233
-2.200,-1.855,-0.260,38.818,-522.095,-51.270
-2.958,-2.766,0.194,-105.652,-682.556,86.731
-3.827,-1.720,2.130,-131.226,-740.906,399.353
-3.225,0.403,2.571,-4.700,-646.912,569.031
-2.661,0.322,2.182,16.541,-539.917,379.761
-2.717,-1.221,1.697,37.415,-480.164,225.525
-2.692,-1.350,2.863,4.333,-565.002,318.237
-3.213,-0.682,4.000,-67.261,-445.862,518.005
-3.074,-0.219,3.462,-4.883,-192.566,578.552
-2.994,0.618,2.340,20.996,-23.071,599.304
-2.419,1.618,2.286,34.973,-81.909,531.372
-1.694,0.914,2.105,-28.564,-56.946,206.787
-1.448,-0.579,2.034,-150.330,-37.292,-4.211
-1.340,-1.134,2.744,-235.352,-38.635,42.725
-1.486,-0.776,3.012,-277.161,122.620,190.613
-1.593,-0.157,2.178,-258.911,272.644,225.830
-1.289,0.158,0.703,-330.872,353.394,174.255
-0.955,0.052,0.357,-453.308,264.832,76.599
-0.686,0.204,0.817,-505.859,217.407,42.908
-0.769,0.660,0.885,-572.998,245.422,-10.986
-1.119,1.199,0.377,-517.700,283.325,-58.105
-1.222,1.078,-0.570,-354.553,302.795,-189.392
-1.127,0.800,-1.171,-296.326,234.436,-253.540
-0.736,0.356,-0.936,-247.375,-24.170,-284.058
-0.651,0.556,0.491,-200.195,-205.444,-261.841
-0.760,0.762,0.922,-131.409,-133.240,-278.259
-1.060,0.574,0.091,-1.953,30.579,-349.854
-1.235,0.558,-0.378,38.696,50.354,-386.414
-1.514,0.137,-0.171,-32.898,-97.168,-470.886
-1.425,-0.567,0.515,-80.139,-221.191,-530.701
-1.276,-0.867,0.790,-37.354,-212.646,-493.042
-0.897,-0.854,0.707,16.052,-141.357,-372.925
-0.791,-0.864,1.416,-69.275,-218.018,-362.305
-0.895,-1.014,2.018,-116.333,-218.750,-387.390
-0.744,-1.225,1.697,19.348,-37.842,-367.004
-0.497,-1.331,0.927,122.437,54.077,-317.383
-0.363,-1.418,1.126,56.274,1.892,-308.594
-0.616,-1.950,1.265,-4.883,31.982,-322.754
-0.225,-2.074,1.006,-3.540,90.454,-267.212
-0.218,-1.347,1.211,105.652,42.053,-147.217
-0.207,-1.315,1.579,-58.594,82.275,-184.143
-0.439,-1.849,1.400,2.075,137.329,-198.914
-0.112,-1.642,0.696,85.388,195.312,-122.437
-0.103,-1.174,0.663,197.815,157.776,-71.777
-0.627,-1.670,0.911,96.436,157.532,-147.644
-0.960,-2.482,0.755,78.186,200.745,-172.058
-0.979,-2.763,0.464,108.765,228.271,-48.950
-0.862,-2.101,0.436,208.191,203.674,128.784
-1.065,-1.655,0.440,203.003,214.478,137.390
-0.975,-1.859,-0.112,118.164,273.010,190.857
-0.934,-1.737,-0.252,175.903,237.061,250.488
-1.009,-1.650,-0.273,246.277,165.833,343.384
-1.006,-1.057,-0.471,247.375,156.433,452.881
-0.713,0.094,-0.422,270.569,84.778,516.724
-0.506,0.602,-0.299,241.150,44.006,479.492
-0.190,0.613,-0.547,100.098,77.026,351.074
-0.054,0.387,-0.852,91.614,51.208,284.058
0.148,0.556,-0.701,102.966,-37.720,252.319
0.250,0.839,-0.300,63.293,-87.952,226.807
0.540,0.898,-0.092,13.367,-74.280,196.533
0.615,0.727,-0.231,18.372,-41.565,77.820
0.758,0.474,-0.147,47.302,-58.289,43.396
0.858,0.523,0.058,63.599,-67.383,28.992
0.918,0.185,0.141,51.636,-44.800,-7.751
0.916,-0.058,-0.010,24.231,-23.071,-0.977
0.947,0.273,-0.203,31.189,-33.325,44.800
0.974,0.578,0.009,29.907,-53.345,16.357
0.977,0.439,0.251,40.405,-26.489,-19.531
0.961,0.157,-0.073,31.067,17.151,-32.227
0.983,-0.082,-0.399,-1.770,-3.601,-17.334
0.966,0.156,-0.042,-2.075,-55.664,8.362
0.950,0.302,0.097,7.324,-43.640,6.104
0.985,0.092,-0.099,3.479,-14.099,-13.611
0.965,0.009,-0.120,2.747,-19.226,-4.761
1.023,0.205,0.016,6.470,-20.447,7.080
0.972,0.278,0.033,26.733,-7.812,-2.075
1.000,-0.029,-0.228,35.217,0.854,-14.099
1.037,0.042,-0.106,7.507,-22.705,7.629
1.069,0.340,0.101,2.686,-31.311,15.808
1.062,0.251,0.095,-0.427,-18.066,-3.601
1.028,0.206,-0.028,9.705,-2.991,-7.202
1.048,0.160,-0.033,-2.747,-4.639,-6.348
1.078,0.186,0.061,-6.470,-4.028,-1.404
1.057,0.151,0.038,-4.150,6.836,-7.019
1.025,0.070,-0.051,-2.258,12.939,-7.751
0.989,0.006,-0.145,1.709,13.916,-0.549
0.985,0.111,-0.133,1.343,7.263,11.353
0.973,0.212,-0.068,0.854,6.104,7.141
0.958,0.179,-0.071,3.784,6.958,1.099
0.941,0.120,-0.137,7.324,10.193,-0.488
0.927,0.140,-0.129,6.714,7.019,0.671
0.917,0.116,-0.149,4.333,5.737,-1.465
0.954,0.129,-0.136,8.850,2.747,-1.465
0.954,0.122,-0.067,9.033,0.793,-5.554
0.984,0.035,-0.078,2.197,2.563,-2.930
0.969,0.172,0.029,-3.601,2.380,12.146
0.968,0.218,-0.058,6.042,12.878,5.737
0.940,0.127,-0.165,2.502,10.986,-1.770
0.958,0.124,-0.131,-0.122,4.456,-0.610
0.952,0.055,-0.143,1.587,4.639,-3.418
0.961,0.081,-0.116,3.784,0.305,2.502
0.967,0.200,-0.066,2.075,3.113,3.906
0.957,0.125,-0.151,1.770,7.874,-1.282
0.957,0.186,-0.130,6.042,3.540,0.854
0.957,0.161,-0.176,2.686,5.981,-1.587
0.960,0.136,-0.086,-0.854,-1.526,-1.343
0.978,0.116,-0.094,2.869,4.333,-0.793
0.974,0.139,-0.138,3.906,5.188,-0.610
0.961,0.112,-0.128,0.305,2.014,-1.038
0.976,0.135,-0.099,-2.380,1.038,3.052
0.982,0.150,-0.080,-4.395,3.174,-0.061
0.958,0.199,-0.128,-6.653,6.714,1.099
0.985,0.074,-0.122,-16.907,1.160,-7.690
0.982,0.056,-0.063,-10.925,0.916,-3.845
0.964,0.086,-0.151,-1.160,8.179,-2.380
0.961,0.093,-0.153,-5.615,3.601,-1.404

0.792,1.222,-0.737,-8.301,246.582,83.862
0.594,1.093,-0.983,-19.714,203.613,10.559
0.404,0.792,-1.064,-52.002,131.409,-69.153
0.208,0.450,-0.948,-65.796,105.042,-115.173
-0.314,-0.095,-1.463,-46.936,151.428,-129.517
-0.792,0.427,-2.479,11.047,141.357,-39.917
-1.004,0.731,-2.888,-5.066,45.898,-59.692
-1.091,-0.131,-2.534,-46.570,-164.368,-181.824
-1.176,-0.729,-2.243,-30.823,-249.451,-139.832
-1.346,-0.671,-2.171,-26.123,-307.190,-66.406
-1.857,-0.976,-1.547,-16.296,-444.092,-39.978
-2.480,-1.359,-0.800,16.602,-600.525,-7.324
-3.219,-1.559,0.407,50.903,-697.266,49.438
-3.742,-2.001,0.693,90.271,-702.637,95.154
-4.000,-2.232,1.225,63.782,-741.333,233.643
-4.000,-1.265,2.055,-15.991,-792.114,406.555
-3.528,-0.369,2.891,-129.333,-716.919,398.132
-3.066,-1.092,2.444,-49.622,-472.900,318.787
-3.057,-1.731,2.464,-37.720,-431.519,351.990
-3.566,-1.224,2.953,-43.335,-387.817,567.505
-3.839,0.252,3.225,-93.811,-297.729,731.689
-3.394,1.310,3.428,-133.118,-190.063,760.803
-2.401,1.713,2.762,-151.245,26.917,339.233
-2.203,0.259,2.006,-260.681,92.712,80.200
-1.993,-0.231,2.383,-288.513,75.439,69.397
-1.867,0.307,2.692,-344.177,163.696,63.110
-1.831,-0.004,2.308,-420.349,266.602,-35.278
-1.615,-0.395,1.274,-466.614,357.300,-89.844
-1.378,-0.212,0.826,-500.305,353.333,-90.271
-1.060,-0.040,0.488,-555.908,313.049,-140.869
-0.874,-0.090,0.265,-476.807,279.724,-204.712
-0.817,0.073,0.171,-383.545,245.789,-195.618
-0.959,0.994,-0.270,-210.083,247.314,-131.165
-0.971,1.358,-0.829,-103.516,232.483,-177.002
-0.850,1.044,-1.007,-86.548,97.961,-275.269
-1.001,0.496,-0.428,-109.680,-36.377,-354.248
-0.994,0.444,-0.606,-41.321,-65.186,-350.159
-1.020,0.464,-0.711,-74.585,-142.029,-363.281
-1.031,0.114,0.296,-135.132,-270.691,-400.269
-1.030,-0.187,0.634,-59.143,-204.529,-375.061
-0.949,-0.346,0.179,25.635,-116.211,-331.909
-0.948,-0.138,0.013,7.935,-169.189,-309.387
-1.113,-0.076,0.717,-79.407,-311.523,-351.135
-1.384,-0.101,1.551,-90.637,-319.580,-387.451
-1.841,-0.425,2.208,-236.328,-321.228,-471.375
-1.867,-1.105,2.674,-265.320,-268.921,-558.411
-1.687,-1.333,2.762,-110.535,-170.715,-519.897
-1.334,-1.355,1.627,305.237,29.602,-316.589
-1.058,-0.995,1.304,348.938,28.381,-217.346
-1.090,-1.047,1.709,261.475,22.705,-236.023
-0.985,-1.433,1.204,178.772,167.236,-262.085
-0.976,-1.687,0.921,269.653,205.200,-268.005
-0.808,-2.273,0.704,275.757,212.280,-249.817
-0.756,-2.819,1.099,255.554,191.895,-151.062
-0.967,-3.008,1.151,183.411,256.226,-66.956
-1.301,-2.597,0.431,253.357,356.262,60.364
-1.321,-2.110,-0.242,333.801,384.644,126.221
-1.307,-1.407,-0.756,449.402,295.349,181.335
-1.196,-1.414,-0.813,370.239,183.228,186.401
-1.261,-1.910,-0.614,243.347,135.681,235.840
-1.350,-1.255,-0.717,229.980,84.473,383.667
-1.144,-0.528,-0.750,176.819,56.030,440.857
-0.789,0.225,-0.588,159.912,6.836,438.110
-0.682,0.458,-0.603,152.527,16.296,396.240
-0.453,0.445,-0.933,69.580,27.405,312.683
-0.264,0.341,-0.806,58.350,-7.141,277.283
-0.153,0.600,-0.535,81.970,-41.931,266.846
-0.070,0.859,-0.623,87.463,-38.269,201.721
0.086,0.910,-0.856,92.773,-52.063,122.803
0.127,0.346,-0.754,72.937,-124.634,18.738
0.223,-0.001,-0.436,37.476,-170.837,11.658
0.471,0.376,0.153,13.550,-208.801,45.410
0.530,0.515,0.350,15.320,-196.533,20.264
0.741,0.035,0.323,22.278,-130.615,-45.776
0.948,-0.323,0.436,-10.315,-130.371,-36.438
1.003,0.100,0.999,-23.437,-116.211,23.865
1.028,0.241,0.795,17.212,-42.969,3.235
1.037,-0.218,0.125,29.480,10.864,-37.720
1.072,-0.274,0.086,6.226,-4.089,-14.465
1.108,0.106,0.134,14.771,2.258,7.690
1.005,-0.073,-0.205,26.611,29.236,-12.207
1.029,-0.282,-0.461,13.855,12.756,-9.216
1.154,0.021,-0.207,8.301,-26.123,21.606
1.132,0.119,-0.034,6.409,-25.146,13.672
1.179,-0.011,-0.134,-1.770,-1.160,-1.282
1.143,-0.098,-0.118,-15.808,-3.540,7.812
1.183,0.040,0.014,-21.301,-7.751,26.489
1.112,0.055,0.001,-2.380,6.287,18.433
1.094,0.187,0.006,-1.221,3.113,14.648
1.044,0.068,-0.027,-2.014,17.700,-7.690
1.006,-0.076,-0.101,-6.104,13.977,4.089
1.006,-0.074,-0.184,-10.498,15.686,4.456
0.972,0.039,0.006,-20.142,1.526,10.803
0.916,-0.053,-0.204,-1.770,20.752,-2.808
0.925,-0.126,-0.266,1.404,15.686,1.404
0.919,0.032,-0.148,-1.038,8.057,17.273
0.913,0.017,-0.233,5.676,16.235,13.611
0.928,0.113,-0.251,5.859,13.550,16.235
0.926,0.068,-0.283,8.728,12.207,6.653
0.941,-0.024,-0.255,5.432,5.981,12.512
0.978,0.137,-0.160,0.977,1.465,23.254
0.988,0.128,-0.169,0.916,4.944,7.141
1.003,0.081,-0.149,7.324,1.709,-0.366
0.981,-0.015,-0.136,4.700,6.958,-5.981
0.957,-0.078,-0.251,7.385,11.047,-0.854
0.967,0.068,-0.142,3.174,-2.197,9.155
0.964,0.003,-0.171,13.489,7.568,0.732
0.954,0.041,-0.222,15.625,5.005,4.761
0.969,0.007,-0.227,9.766,6.470,2.502
0.972,0.084,-0.189,9.521,4.456,4.456
0.962,-0.062,-0.254,4.700,8.179,1.343
0.965,0.081,-0.250,4.456,3.174,14.648
0.969,0.130,-0.214,1.038,0.488,9.033
0.986,0.093,-0.175,-1.587,-0.427,1.160
0.967,0.070,-0.201,-0.732,3.784,-1.404
0.972,0.006,-0.237,-1.221,2.014,0.488
0.997,0.100,-0.151,1.770,-0.183,1.282
0.975,0.012,-0.190,4.089,5.371,-6.531
0.965,-0.054,-0.227,0.427,4.211,4.028

0.501,0.887,-1.156,-52.429,138.794,49.744
0.323,0.811,-1.293,-57.922,103.760,-6.287
-0.024,0.468,-1.462,-19.958,56.091,-96.375
-0.333,0.223,-1.765,30.518,36.560,-150.269
-0.670,0.009,-2.343,48.279,-12.390,-167.786
-0.948,-0.551,-2.018,44.495,-180.725,-215.027
-1.084,-1.096,-1.814,53.284,-255.676,-216.248
-1.450,-1.703,-1.448,13.855,-378.784,-120.178
-2.021,-1.642,-0.742,-38.818,-515.381,71.167
-2.487,-0.957,-0.124,10.559,-591.370,220.093
-2.746,-0.750,0.655,80.139,-675.171,180.908
-3.012,-1.771,1.603,78.918,-723.694,118.225
-2.818,-1.681,2.168,-1.587,-692.322,232.361
-2.624,-0.785,2.303,-49.316,-525.269,376.892
-2.648,-1.394,2.267,-62.561,-448.608,359.497
-3.121,-1.542,2.927,-75.073,-468.140,443.359
-3.555,-0.800,3.165,23.499,-359.680,600.525
-3.753,-0.287,2.949,-0.183,-268.616,668.945
-3.866,0.836,2.903,-22.156,-236.389,704.224
-2.848,2.183,2.999,1.892,-150.085,573.669
-2.180,1.406,2.708,-64.331,-62.622,231.750
-2.029,-0.617,2.286,-205.383,34.119,-12.451
-1.953,-0.636,1.908,-178.650,100.464,120.544
-1.823,0.370,1.751,-199.036,142.151,135.803
-1.663,0.356,1.505,-295.288,188.904,25.635
-1.500,-0.109,1.448,-359.619,210.754,-35.767
-1.274,-0.188,0.872,-372.559,274.719,-56.763
-1.153,-0.002,0.639,-412.415,283.936,-73.853
-1.169,0.262,0.422,-499.023,280.762,-135.559
-1.126,0.782,0.239,-418.945,258.606,-203.430
-1.225,0.738,0.309,-363.831,222.961,-291.870
-1.583,0.306,0.256,-244.202,223.755,-389.160
-1.734,0.305,-0.147,-141.357,258.911,-388.733
-1.702,0.119,-0.936,-59.998,212.646,-463.318
-1.733,-0.233,-0.704,-181.396,-0.061,-506.775
-1.537,-0.058,-0.218,-159.790,-119.690,-468.079
-1.747,0.056,0.917,-151.672,-227.295,-486.267
-1.989,-0.426,0.468,24.109,-100.647,-553.528
-1.781,-0.937,0.550,15.259,-155.884,-610.229
-2.020,-1.413,1.754,-31.860,-295.349,-601.562
-1.991,-1.610,2.302,-55.237,-220.459,-527.588
-2.018,-2.094,3.190,-126.831,-117.371,-522.461
-1.705,-2.478,2.682,-77.576,137.573,-493.286
-0.866,-2.013,1.192,216.736,276.001,-289.551
-0.761,-1.281,0.880,321.899,230.469,-179.932
-0.869,-2.215,0.880,345.764,240.540,-226.074
-0.851,-2.491,0.392,243.591,288.269,-181.580
-0.911,-2.393,0.193,187.500,264.893,-108.826
-1.181,-2.597,0.350,182.312,311.340,-60.608
-1.288,-2.394,-0.230,251.343,319.946,19.653
-1.162,-1.900,-0.476,332.703,242.310,132.263
-1.185,-1.505,-0.353,451.843,167.908,191.406
-1.332,-1.828,-0.528,352.112,131.226,245.239
-1.397,-1.688,-0.659,242.676,104.431,326.355
-1.430,-1.045,-0.798,107.178,61.157,437.500
-1.205,-0.016,-0.826,75.195,23.010,486.633
-0.961,0.352,-0.803,87.708,-16.541,451.843
-0.435,0.440,-0.695,15.320,-49.805,366.028
-0.289,0.382,-0.401,22.827,-59.753,335.876
-0.150,0.463,-0.650,36.499,-12.512,309.021
-0.033,0.721,-0.892,57.312,-50.171,272.705
0.236,1.103,-0.525,98.389,-115.356,228.760
0.550,0.898,-0.217,76.782,-136.230,62.012
0.776,0.606,0.068,46.997,-155.273,6.958
0.862,0.381,0.227,8.545,-109.314,1.831
0.938,0.263,0.090,20.935,-82.947,0.793
0.951,0.302,0.121,15.564,-85.205,-21.484
1.086,-0.154,0.254,-8.240,-89.966,-23.865
1.113,0.047,0.664,-23.193,-60.974,35.217
1.059,0.398,0.232,21.912,6.775,16.663
0.964,0.146,-0.196,50.232,16.296,-23.621
1.001,-0.076,0.106,28.687,-28.076,-26.611
0.984,-0.032,0.203,23.315,-13.306,-10.742
0.965,-0.028,-0.080,9.766,10.986,0.732
0.986,0.031,-0.092,11.108,5.859,-3.906
0.998,-0.141,-0.173,7.935,6.470,-0.732
0.997,0.010,-0.163,3.296,-2.075,13.672
1.008,0.079,-0.104,-1.526,-2.625,10.193
0.997,-0.027,-0.152,5.188,6.531,6.470
0.965,0.107,-0.189,3.479,7.141,15.930
0.988,0.073,-0.084,-0.488,-2.808,3.235
1.002,0.089,-0.023,-0.549,0.305,4.211
0.997,-0.073,-0.124,7.141,13.062,6.226
0.997,0.015,-0.065,13.916,9.949,17.639
0.992,0.112,-0.096,11.169,11.597,31.128
0.953,0.092,-0.156,10.742,14.893,17.944
0.949,-0.083,-0.208,15.381,9.155,11.292
0.956,0.062,-0.181,12.878,5.127,24.475
0.954,0.265,-0.098,5.432,0.488,8.484
0.955,0.053,-0.168,8.240,6.470,-8.179
0.959,0.054,-0.154,8.545,3.540,0.305
0.967,0.097,-0.167,-3.296,6.042,5.188
0.973,0.120,-0.129,-5.798,6.104,3.479
0.956,0.056,-0.211,-1.892,11.047,0.427
0.951,0.097,-0.238,1.526,3.174,3.723
0.975,0.100,-0.154,2.686,1.038,-1.221
0.982,0.028,-0.166,8.057,4.211,-3.662
0.989,0.094,-0.081,4.761,3.723,2.319
0.976,0.090,-0.198,11.353,13.977,1.587
0.954,0.101,-0.242,4.272,4.944,1.465
0.960,0.079,-0.202,-0.610,-0.122,-0.488
0.957,0.082,-0.208,0.793,2.014,0.793
0.951,0.070,-0.199,-0.183,-0.244,-0.366
0.949,-0.000,-0.189,-3.418,-1.099,0.977
0.961,0.067,-0.122,-6.042,-2.441,9.094
0.955,0.124,-0.199,-1.465,5.737,6.958
0.955,0.102,-0.191,3.601,-0.061,-0.427
0.958,0.067,-0.186,5.005,0.122,-1.770
0.957,0.029,-0.195,2.563,0.366,0.977
0.963,0.052,-0.207,1.038,0.427,5.859
0.981,0.075,-0.205,0.183,-3.174,9.277
0.992,0.150,-0.136,1.160,-2.258,3.662
0.997,0.056,-0.147,-1.099,0.183,1.831
0.993,0.105,-0.121,-0.427,2.625,4.944
0.986,0.067,-0.189,2.258,5.737,2.991
0.976,0.085,-0.178,1.282,2.808,5.493
0.976,0.095,-0.183,2.380,4.211,3.723
0.989,0.112,-0.156,4.456,2.563,3.052
0.973,0.105,-0.151,6.226,5.554,0.061

1.453,0.357,0.823,-36.865,73.914,29.663
1.337,0.365,0.533,-19.653,130.920,26.855
1.117,0.261,0.045,-26.794,173.218,20.020
0.990,0.225,-0.264,-17.395,184.753,25.574
0.666,0.405,-0.801,-29.114,199.341,51.941
0.619,0.590,-1.103,-36.499,173.340,53.711
0.344,0.499,-1.206,-40.039,103.943,4.150
0.168,0.490,-1.299,-39.124,81.421,-12.024
-0.201,0.355,-1.768,-23.621,70.801,-41.687
-0.368,0.090,-2.069,-37.598,32.959,-60.547
-0.655,-0.059,-2.164,-14.587,-46.082,-58.105
-0.738,0.139,-2.279,13.794,-144.592,-66.345
-0.831,-0.426,-1.803,32.043,-243.164,-123.047
-0.986,-0.988,-1.254,42.603,-307.983,-103.699
-1.260,-1.330,-1.124,19.653,-379.089,-50.293
-1.707,-1.500,-0.730,-12.939,-458.618,49.988
-2.436,-1.716,-0.256,27.710,-565.979,116.333
-3.809,-2.482,0.495,90.515,-710.510,150.452
-4.000,-2.813,1.531,32.593,-823.730,259.033
-4.000,-1.039,3.979,-170.044,-879.272,611.694
-3.644,-0.007,3.795,-133.667,-546.509,675.293
-3.505,-1.315,1.884,-78.918,-269.348,558.105
-4.000,-0.766,3.034,6.897,-321.167,818.115
-4.000,1.347,3.920,9.949,-342.712,986.694
-3.192,3.566,3.983,49.927,-59.143,715.332
-2.251,1.375,1.555,-68.665,212.097,173.279
-1.707,-1.339,1.249,-168.152,37.476,-107.910
-1.819,-0.748,2.849,-226.807,-31.006,182.678
-1.858,0.693,2.673,-223.633,195.923,240.601
-1.915,0.119,1.834,-274.048,292.053,125.366
-1.754,-0.292,1.146,-338.623,346.252,108.643
-1.523,-0.167,0.455,-367.249,372.559,96.191
-1.134,0.374,0.462,-493.347,267.639,48.828
-1.283,1.009,0.895,-567.749,216.187,-43.152
-1.729,1.496,0.231,-422.546,271.790,-130.249
-1.439,1.191,-0.856,-319.275,209.473,-316.406
-1.267,0.652,-0.672,-350.525,13.489,-415.283
-1.066,0.272,0.391,-221.191,-202.271,-407.898
-0.936,0.748,0.999,-56.030,-125.671,-334.351
-1.105,1.107,0.631,41.016,4.456,-343.445
-1.646,0.758,0.226,-21.301,41.565,-473.145
-1.940,0.086,0.258,-28.320,16.968,-584.412
-2.063,-0.555,0.188,-22.461,31.921,-606.018
-1.930,-0.780,0.040,-13.000,13.672,-544.983
-1.870,-0.798,0.319,-45.898,-66.528,-508.362
-1.882,-1.047,1.098,-150.269,-189.758,-567.017
-2.288,-1.339,2.519,-158.569,-238.098,-575.806
-2.187,-1.902,2.891,-219.177,-120.972,-585.205
-1.566,-2.301,2.870,-35.522,76.416,-491.699
-1.264,-1.645,2.264,370.544,208.801,-239.929
-1.060,-1.584,1.290,481.750,324.463,-194.153
-0.964,-2.082,0.358,317.200,342.163,-199.280
-0.924,-2.794,0.691,53.162,294.617,-218.628
-1.719,-3.541,1.138,118.530,305.237,-153.442
-1.971,-3.645,0.391,287.231,383.179,11.108
-1.891,-2.333,-0.044,326.294,306.885,174.316
-1.803,-1.488,0.059,433.167,271.423,244.873
-1.710,-1.374,-0.340,333.191,270.081,249.146
-1.593,-1.335,-0.508,278.076,240.540,314.819
-1.434,-0.318,-0.523,273.499,216.003,379.456
-1.260,0.027,-0.975,217.346,218.811,331.055
-1.065,0.192,-1.174,226.868,151.306,282.715
-0.859,0.120,-1.238,153.809,57.190,215.820
-0.841,-0.102,-1.297,94.543,4.089,187.134
-0.736,-0.237,-1.046,83.496,-77.026,183.289
-0.645,-0.081,-0.671,108.887,-109.253,217.285
-0.512,0.069,-0.581,132.935,-100.708,206.970
-0.436,0.206,-0.467,113.831,-120.178,210.083
-0.285,0.515,-0.448,69.519,-130.737,210.876
-0.187,0.517,-0.357,64.819,-151.123,138.000
-0.151,0.412,-0.312,49.927,-155.334,80.933
0.006,0.351,-0.143,53.711,-166.748,65.002
0.098,0.458,0.033,65.552,-158.569,60.120
0.282,0.418,0.013,46.265,-142.029,46.570
0.543,0.465,0.084,38.208,-154.846,19.775
0.786,0.402,0.309,37.537,-161.560,-6.836
0.994,0.305,0.503,7.202,-161.011,-16.174
1.173,0.158,0.659,-0.183,-118.042,-22.705
1.442,0.022,0.458,8.972,-82.092,-22.522
1.570,0.260,0.577,19.592,-79.773,-15.625
1.614,0.129,0.604,4.395,-40.466,-34.119
1.600,-0.041,0.321,11.841,-5.249,-27.954
1.515,0.094,0.138,8.789,-0.122,-12.085
