aX,aY,aZ,gX,gY,gZ
0.757,1.139,0.201,59.082,-3.540,142.822
0.819,1.436,0.121,84.534,-9.033,131.226
0.904,1.201,0.208,62.073,-26.306,12.085
1.033,0.676,0.723,41.687,-55.969,-19.043
1.098,0.949,0.798,61.829,-27.344,2.380
1.153,0.894,0.623,29.358,-3.784,-31.250
1.175,0.541,0.581,7.019,2.686,-47.302
1.144,0.392,0.497,13.855,18.799,-36.316
1.106,0.324,0.312,20.569,23.376,-35.339
1.126,0.215,0.296,-9.888,-5.188,-31.311
1.094,0.153,0.524,-3.601,0.183,-23.560
1.079,0.185,0.359,3.601,17.578,-10.986
1.026,0.191,0.303,5.310,15.259,-12.024
1.004,0.150,0.278,5.371,12.695,-11.719
0.966,0.123,0.361,13.672,6.348,-11.658
0.943,0.122,0.372,13.184,9.460,-11.353
0.902,-0.020,0.388,-2.197,13.000,-12.695
0.897,-0.055,0.378,-2.502,19.104,-1.892
0.905,0.121,0.262,6.470,29.663,15.076
0.872,0.109,0.166,3.845,30.029,9.216
0.896,0.251,0.118,13.794,15.198,9.644
0.918,0.260,0.201,10.193,5.249,-0.183
0.932,0.081,0.210,0.549,10.559,-7.568
0.970,0.060,0.185,18.372,9.460,-0.244
0.977,0.087,0.218,10.620,6.653,4.272
0.956,0.091,0.227,9.216,9.583,8.118
0.955,0.203,0.204,13.489,10.315,13.977
0.935,0.239,0.163,12.878,9.766,2.258
0.928,0.192,0.140,8.362,6.775,-1.953
0.922,0.168,0.150,15.930,1.648,-3.723
0.938,0.221,0.215,17.700,-2.808,-3.418
0.926,0.148,0.290,19.592,-6.836,-11.108
0.934,0.031,0.372,21.179,-6.775,-10.925
0.942,0.053,0.376,20.996,-2.319,-6.226
0.937,-0.056,0.359,6.226,2.258,-0.671
0.954,0.153,0.368,8.057,4.639,14.465
0.951,0.217,0.340,7.080,6.470,0.122
0.943,0.066,0.351,3.601,5.554,-6.409
0.958,0.105,0.390,4.211,8.423,3.235
0.950,0.179,0.300,11.475,11.475,-3.906
0.934,0.025,0.323,-0.305,8.606,-7.568
0.932,0.156,0.300,5.066,14.465,2.808
0.923,0.118,0.227,2.747,16.113,-3.235
0.941,0.080,0.223,3.906,10.925,-0.916
0.943,0.105,0.240,3.845,14.465,0.305
0.954,0.118,0.195,7.141,16.968,0.549
0.936,0.120,0.100,3.540,19.958,-4.150
0.935,0.095,0.119,-2.197,8.179,-5.615
0.948,0.066,0.234,-2.441,0.427,-8.545
0.959,0.059,0.220,1.282,3.662,-7.568
0.977,0.130,0.280,5.188,0.427,-7.874
0.978,0.079,0.279,3.296,5.005,-12.756
0.987,0.054,0.206,0.977,10.193,-9.583
0.961,0.093,0.196,4.028,9.277,-7.996
0.935,-0.026,0.143,0.977,16.968,-9.583
0.927,0.078,0.091,5.737,16.052,-3.296
0.899,0.063,0.047,5.859,8.728,-14.954
0.915,-0.044,0.056,2.136,2.441,-17.334
0.955,-0.018,0.109,2.869,-2.014,-8.240
0.969,-0.010,0.128,5.066,-1.648,-5.737
1.007,0.055,0.150,5.920,-2.686,-1.099
1.003,0.085,0.171,3.540,-0.244,-1.282
1.003,-0.007,0.205,-3.662,-1.465,-1.526
1.000,0.047,0.249,-3.601,2.808,8.118
0.993,0.071,0.180,-3.906,8.606,4.578
1.015,0.077,0.163,-6.348,10.315,6.836
0.986,0.189,0.125,-5.066,15.320,4.089
0.967,0.117,0.047,-5.981,16.602,-2.258
0.933,0.087,0.016,1.221,7.507,-9.827
0.926,-0.006,0.063,-0.732,0.244,-13.000
0.928,-0.066,0.139,2.441,-1.038,-10.681
0.931,-0.054,0.107,2.686,2.502,-4.150
0.960,0.010,0.129,-2.808,0.671,0.854

-0.162,0.811,2.047,145.081,-354.675,75.317
-0.038,1.191,2.497,223.206,-337.708,29.785
0.048,0.540,2.550,246.765,-214.233,-156.311
0.063,-0.445,2.078,222.839,-136.780,-230.774
0.091,-0.773,2.291,204.773,-152.771,-179.199
0.040,-0.433,2.757,209.351,-117.737,-132.385
-0.139,-0.389,2.833,158.630,-36.194,-158.752
-0.260,-0.692,2.140,146.057,64.026,-177.612
-0.261,-0.631,1.834,110.352,88.562,-160.767
-0.279,-0.319,1.868,20.264,85.815,-160.339
-0.562,-0.395,2.344,-55.176,108.215,-237.000
-0.631,-1.102,1.755,-71.045,163.818,-282.654
-0.648,-0.800,2.010,-71.167,136.597,-239.075
-0.857,-0.855,2.208,-81.970,168.884,-252.686
-0.939,-1.242,1.775,-23.560,228.210,-303.711
-1.047,-0.817,2.063,-19.470,237.732,-224.609
-1.311,-1.359,1.762,-38.147,285.217,-277.283
-1.479,-2.259,1.121,24.414,296.997,-286.804
-1.299,-2.408,0.940,60.974,227.478,-139.099
-1.086,-1.664,1.288,89.722,198.059,-52.612
-1.135,-1.653,1.016,57.190,236.389,-53.040
-1.089,-1.913,0.761,41.260,244.690,-45.898
-0.960,-1.857,0.502,70.862,233.276,19.287
-0.876,-1.642,0.428,92.224,215.393,69.153
-0.827,-1.357,0.497,111.938,194.946,120.056
-0.753,-1.136,0.400,126.953,197.937,153.137
-0.693,-0.824,0.257,143.433,179.016,181.030
-0.622,-0.793,0.134,115.967,158.325,187.622
-0.508,-0.770,0.150,73.914,133.484,197.693
-0.520,-0.675,0.177,46.021,126.648,230.957
-0.366,-0.198,-0.103,45.105,128.845,254.333
-0.121,0.303,-0.025,53.589,64.270,233.887
-0.029,0.326,0.134,16.113,46.631,182.983
0.009,0.007,-0.001,-20.569,69.580,137.756
0.029,0.054,-0.258,-3.235,63.599,154.663
0.237,0.489,-0.273,30.579,26.978,159.668
0.340,0.762,-0.105,51.758,-5.066,134.583
0.386,0.261,-0.250,22.583,6.226,52.917
0.467,-0.001,-0.202,14.893,-6.104,58.472
0.646,0.481,-0.077,49.744,-10.315,94.849
0.789,0.725,-0.115,41.626,-5.859,86.731
0.889,0.978,-0.151,61.096,-23.071,63.110
1.062,0.871,0.084,30.212,-45.044,20.569
1.134,0.903,0.302,29.785,-48.279,13.855
1.188,0.789,0.400,26.245,-17.761,-17.395
1.187,0.542,0.258,18.433,-2.930,-32.898
1.158,0.406,0.330,28.809,-8.057,-40.588
1.132,0.106,0.306,18.372,-0.793,-34.851
1.101,0.167,0.172,21.484,4.028,-20.630
1.076,0.174,0.193,12.451,-3.662,-21.118
1.033,0.068,0.246,-1.038,-3.784,-18.005
1.009,0.144,0.243,-1.526,-3.479,-16.968
0.984,-0.007,0.224,-2.380,-3.113,-19.409
0.965,-0.004,0.248,7.324,-6.348,-12.756
0.970,-0.125,0.288,0.122,-5.432,-13.123
0.965,0.015,0.285,3.784,2.991,6.042
0.978,0.062,0.228,-1.770,6.653,4.089
0.975,0.067,0.243,4.517,6.714,-4.089
0.951,0.021,0.159,7.568,8.972,-6.470
0.962,-0.036,0.145,3.845,-1.892,-10.742
0.957,-0.107,0.229,4.089,-5.432,-10.132
0.956,-0.076,0.178,2.136,1.892,-3.357
0.954,-0.190,0.209,-4.333,0.305,-5.127
0.960,-0.039,0.259,-0.122,3.662,12.634
0.966,0.001,0.242,-0.061,7.263,8.240
0.966,-0.004,0.191,2.197,10.071,8.362
0.955,-0.013,0.180,2.136,9.033,3.601
0.954,0.000,0.208,2.441,6.653,5.676
0.956,-0.023,0.155,0.000,12.573,6.348
0.966,0.081,0.123,2.136,11.780,12.146
0.953,0.119,0.075,0.610,10.315,1.648
0.966,0.000,0.078,0.916,3.845,-3.845
0.965,0.035,0.106,4.211,1.038,-0.977
0.957,-0.056,0.087,0.427,1.221,-3.113
0.957,0.010,0.115,3.845,-2.502,2.747
0.961,0.011,0.142,-2.686,-1.709,-0.916
0.968,0.019,0.180,1.770,-3.052,1.099
0.975,0.003,0.212,0.000,-2.014,-2.930
0.982,-0.007,0.231,4.822,-1.282,-1.648
0.979,-0.057,0.220,1.526,2.930,-2.502
0.979,-0.073,0.227,2.563,4.456,0.671
0.977,-0.012,0.146,5.005,7.507,3.784
0.989,-0.036,0.149,2.441,6.836,3.357
0.994,0.041,0.130,2.258,4.700,3.906
1.000,0.032,0.156,5.493,1.160,0.488
1.000,0.033,0.172,5.798,0.488,-1.160
1.001,0.009,0.172,1.404,3.174,-0.427
0.993,0.048,0.177,3.113,3.235,0.122
0.977,-0.007,0.160,2.625,3.113,-1.282
0.982,0.041,0.171,4.089,1.892,-0.244
0.981,-0.008,0.172,5.371,2.563,-2.808
0.981,-0.003,0.158,4.333,5.249,-1.282
0.980,0.014,0.134,4.517,5.981,-1.465
0.971,-0.009,0.141,1.099,4.700,-2.197
0.966,-0.007,0.113,1.709,5.554,-1.221
0.963,0.023,0.120,-2.747,2.197,-1.038
0.953,-0.047,0.108,-3.723,3.357,-2.808
0.953,-0.018,0.109,-1.404,1.282,0.183
0.952,-0.024,0.105,-3.296,1.404,-0.122
0.965,-0.022,0.132,-0.488,-0.061,-0.610
0.966,0.002,0.150,-0.610,-0.671,0.916
0.975,-0.010,0.133,-0.671,0.488,-1.465
0.966,-0.021,0.158,-0.122,-0.061,0.000
0.955,-0.031,0.106,-1.221,0.122,-1.526
0.957,-0.023,0.126,0.671,0.549,1.709
0.974,0.000,0.103,1.099,-0.916,-0.732
0.976,-0.007,0.177,-1.709,-3.906,-1.587
0.975,-0.098,0.162,0.000,1.404,-1.831
0.983,0.010,0.142,3.784,2.930,5.066
0.988,-0.048,0.150,-2.747,-1.953,-2.686
0.974,-0.035,0.192,-0.183,0.122,1.587
0.991,-0.027,0.152,-0.793,0.854,1.953
0.987,0.033,0.174,0.916,-0.305,-0.854
0.978,-0.074,0.183,-0.793,-0.244,-0.854
0.988,-0.006,0.152,2.197,1.526,3.418
0.985,0.023,0.160,0.305,1.587,1.648
0.980,-0.025,0.118,1.892,3.601,-0.610
0.972,0.030,0.120,0.671,1.404,2.502
0.977,-0.024,0.124,-2.075,0.122,-1.709

-0.211,1.151,1.811,170.959,-282.227,122.559
-0.091,1.137,2.004,164.368,-221.985,140.137
-0.108,0.993,1.920,221.802,-158.875,-47.424
-0.078,0.437,1.862,250.122,-139.099,-109.680
-0.021,0.128,1.622,261.353,-95.764,-97.046
0.048,0.465,1.895,252.747,-104.675,-78.552
-0.106,1.052,2.525,256.042,-83.740,-126.892
-0.295,0.791,2.146,277.588,35.217,-269.958
-0.500,-0.037,1.560,273.926,42.908,-329.224
-0.506,-0.550,1.490,149.414,60.303,-329.712
-0.473,-0.836,1.611,65.613,56.458,-319.092
-0.526,-1.027,1.590,63.171,93.567,-289.490
-0.599,-1.001,1.727,54.810,103.394,-272.644
-0.809,-0.954,2.074,27.527,133.667,-277.832
-1.089,-1.233,2.055,-2.625,195.190,-307.922
-1.328,-1.978,1.655,-23.315,248.047,-390.259
-1.304,-2.321,1.581,-32.227,242.065,-322.144
-1.263,-2.236,1.712,6.409,251.404,-196.594
-1.362,-2.252,1.378,60.608,292.908,-115.784
-1.299,-2.272,1.062,70.190,303.650,-66.711
-1.098,-1.731,0.847,114.990,281.067,37.964
-1.009,-1.459,0.828,90.210,270.935,60.547
-0.943,-1.515,0.712,47.180,276.917,60.791
-0.864,-1.471,0.541,58.777,279.968,86.243
-0.719,-1.260,0.275,75.317,275.146,125.244
-0.549,-1.091,0.071,68.115,262.573,147.827
-0.323,-0.719,0.075,54.443,220.093,173.279
-0.295,-0.499,0.096,57.068,204.712,173.157
-0.195,-0.382,-0.182,42.175,183.960,146.179
-0.055,-0.523,-0.221,14.099,137.207,117.798
0.009,-0.596,0.269,13.428,85.510,120.422
0.132,-0.419,0.248,38.513,92.651,137.085
0.147,-0.010,0.211,63.416,89.478,146.851
0.218,0.028,-0.063,39.917,93.201,126.648
0.309,-0.106,0.043,21.912,42.175,99.915
0.360,-0.291,0.246,5.371,31.921,96.619
0.470,0.148,0.114,47.546,39.551,122.681
0.514,0.213,0.040,51.697,27.954,106.201
0.560,0.211,0.086,43.213,14.771,91.492
0.589,0.107,0.033,35.156,15.625,78.430
0.662,0.142,0.104,19.470,10.803,84.290
0.733,0.384,0.103,30.090,20.508,88.196
0.810,0.410,-0.073,29.297,27.161,62.744
0.873,0.404,-0.045,40.894,12.817,48.767
0.910,0.362,-0.092,58.350,17.029,36.621
0.942,0.403,-0.094,37.415,12.878,34.790
1.013,0.597,-0.058,43.823,1.953,30.212
1.025,0.592,-0.017,29.785,-2.197,11.475
1.015,0.395,-0.008,11.475,-3.723,-6.592
1.012,0.345,0.062,13.794,-6.287,-8.728
1.003,0.158,0.067,7.263,0.061,-12.756
0.978,0.159,0.108,16.907,-0.061,-5.981
0.981,0.173,0.046,21.667,9.277,-4.944
0.985,0.172,-0.025,20.447,10.864,-6.042
0.988,0.153,0.009,12.695,1.648,-11.841
0.977,0.003,0.003,-2.808,5.920,-16.907
0.986,0.002,-0.007,3.479,8.972,-5.005
0.984,0.006,-0.072,6.226,8.545,-5.676
0.982,-0.090,-0.052,1.953,-2.747,-6.714
1.003,0.000,0.084,3.906,-7.202,0.427
1.005,-0.047,0.051,-0.305,-1.526,-6.226
1.004,-0.046,0.070,2.441,-3.845,-0.549
1.010,-0.029,0.087,-2.380,-0.977,0.916
1.007,0.050,0.078,-4.822,0.671,2.808
1.008,0.016,0.060,-1.648,1.953,-2.319
0.976,-0.007,0.059,5.798,0.977,-5.188
0.961,-0.081,0.060,11.475,3.479,-6.775
0.951,-0.074,-0.002,13.916,5.615,-1.465
0.948,-0.130,-0.002,4.944,3.052,-2.075
0.948,-0.062,0.014,5.188,4.517,5.981
0.964,-0.023,-0.032,2.197,5.493,7.751
0.992,0.030,-0.013,2.747,2.991,7.446
0.986,0.052,-0.029,1.892,3.296,6.104
1.001,0.026,0.002,-0.610,-1.404,1.099
1.001,0.023,0.073,0.183,-2.930,1.404
0.999,0.034,0.022,4.517,2.808,1.648
0.994,0.078,0.020,6.592,0.793,1.282
0.993,-0.009,0.037,-0.183,-0.427,-3.479
0.996,0.016,0.020,1.465,1.404,-0.061
0.990,0.050,-0.010,-0.183,0.732,-2.258
0.991,-0.029,0.033,-2.502,-1.953,-5.249
0.987,-0.030,0.005,0.671,1.709,-1.343
0.985,-0.021,0.027,-0.427,-0.977,0.366
0.979,-0.020,0.025,2.380,1.221,0.061
0.982,-0.030,0.019,1.526,1.282,2.686
0.974,-0.053,0.042,-4.150,0.793,2.563
0.991,0.024,0.037,-4.333,2.441,5.310
0.999,0.021,0.023,-3.906,2.747,2.625
1.001,0.108,-0.015,1.404,3.723,2.686
1.000,0.032,0.012,-0.610,0.183,-4.883
0.999,-0.072,0.042,1.831,0.488,-2.625
0.999,0.011,0.017,5.798,2.014,0.183
0.990,-0.036,0.031,3.784,0.793,-3.235
0.992,-0.071,0.015,6.104,2.502,-0.183
0.996,0.007,0.002,5.615,3.418,3.601
0.997,-0.022,-0.018,1.526,2.136,0.793
0.996,0.027,0.021,3.357,1.221,2.686
0.986,0.005,0.014,3.296,1.953,-0.122
0.989,-0.048,0.016,-0.610,1.160,-0.793
0.992,0.003,0.031,-0.244,3.662,4.944
0.989,0.018,-0.013,0.610,3.662,2.380
0.980,-0.010,0.015,-1.587,0.732,0.671
0.977,-0.014,0.023,-0.427,2.075,1.282
0.983,0.017,-0.024,4.517,2.319,0.183
0.982,-0.014,0.029,2.319,-0.793,-1.343
0.975,0.008,-0.013,2.258,4.333,-0.854
0.975,-0.031,-0.015,1.709,1.282,-1.221
0.965,-0.036,0.015,0.610,1.099,-0.488
0.963,-0.051,-0.018,-1.099,2.136,4.211
0.974,0.044,0.014,0.488,-0.427,3.784
0.978,-0.053,0.001,0.366,0.793,1.709
0.992,0.065,0.000,3.174,0.854,3.601
0.989,-0.046,-0.008,-1.465,0.854,-2.319
0.986,0.036,-0.007,2.747,-0.061,3.174
0.987,-0.045,0.040,-0.244,-3.052,-0.366
1.000,0.009,0.048,2.014,-0.366,4.272
1.000,0.025,-0.009,2.747,0.732,1.648
1.000,0.023,0.025,1.587,-1.526,-0.549
0.988,-0.037,-0.010,-0.427,1.770,-1.404

-0.153,0.979,2.248,154.236,-309.204,275.269
0.171,1.260,2.419,153.748,-212.158,325.012
0.314,2.075,2.151,247.437,-120.667,87.524
0.327,1.326,2.069,240.295,-95.398,-81.299
0.375,0.644,1.648,272.461,-45.227,-148.743
0.312,1.085,1.548,332.703,-34.424,-164.612
-0.027,0.649,1.356,358.826,-7.568,-338.440
-0.196,-0.267,0.902,345.581,35.706,-440.857
-0.211,-1.651,1.136,178.223,-7.263,-556.763
0.072,-1.769,2.195,28.320,-69.458,-324.402
-0.176,-0.448,2.880,114.380,59.692,-149.841
-0.425,-0.502,1.939,62.073,255.859,-275.879
-0.543,-1.161,1.206,1.160,232.056,-299.072
-0.549,-1.187,1.939,-75.500,154.358,-285.950
-1.095,-1.479,2.413,-74.951,170.898,-320.557
-1.494,-2.406,2.017,-158.508,304.626,-361.145
-1.475,-2.639,1.472,-38.208,336.182,-226.379
-1.308,-1.849,1.054,84.412,327.332,-84.106
-1.324,-1.219,1.021,115.906,281.006,-38.818
-1.455,-1.619,0.976,30.518,285.828,-67.444
-1.393,-2.055,0.812,12.207,297.302,-28.320
-1.247,-1.731,0.592,62.683,289.185,89.722
-0.939,-1.101,0.294,67.871,276.001,116.516
-0.739,-1.030,0.311,42.419,236.267,109.009
-0.503,-1.000,0.560,46.753,232.300,123.657
-0.446,-0.900,0.490,98.633,262.451,162.170
-0.326,-0.496,-0.025,130.005,265.320,180.603
-0.097,-0.367,-0.243,119.751,191.650,150.818
0.065,-0.468,-0.065,62.195,135.559,126.953
0.143,-0.324,0.118,29.297,107.849,127.136
0.202,-0.256,-0.024,25.146,100.891,119.507
0.322,-0.162,0.020,19.409,50.781,101.990
0.378,-0.333,0.187,13.123,32.227,84.656
0.387,-0.430,0.139,29.358,34.180,89.050
0.417,-0.331,0.081,36.011,23.926,110.962
0.475,-0.084,0.135,54.016,12.512,121.033
0.573,-0.034,0.214,43.030,10.132,103.943
0.611,0.034,0.226,39.917,19.775,104.736
0.749,0.329,0.041,19.897,36.133,114.746
0.836,0.555,0.021,35.217,31.799,109.497
0.859,0.626,-0.040,38.147,33.936,64.148
0.882,0.454,-0.124,36.560,29.968,37.720
0.931,0.503,-0.109,35.461,18.616,35.583
0.918,0.462,-0.102,21.851,14.160,10.559
0.921,0.284,-0.170,15.015,10.620,-2.502
0.942,0.208,-0.069,6.348,-2.075,-0.671
0.968,0.245,-0.044,9.033,0.427,1.099
0.980,0.267,-0.083,3.967,6.165,-5.554
0.998,0.086,-0.096,-5.127,4.517,-14.038
0.974,0.050,-0.063,-3.113,7.996,-7.629
0.979,0.014,-0.135,-4.395,10.254,-6.836
0.983,-0.047,-0.107,-3.906,0.488,-5.493
0.999,-0.022,-0.020,3.052,-6.165,-5.005
0.998,-0.130,-0.034,3.113,-3.418,-8.240
1.001,-0.036,0.004,7.629,-5.249,0.183
0.994,-0.018,0.034,4.700,-3.540,-1.282
0.978,-0.074,0.018,5.554,1.831,-1.709
0.961,-0.099,-0.015,6.104,3.540,-1.892
0.969,-0.095,-0.021,11.597,3.418,3.967
0.950,-0.051,-0.036,9.644,4.700,3.967
0.960,-0.052,-0.096,2.869,4.089,4.456
0.961,-0.064,-0.073,1.343,0.671,-15.625
0.982,-0.070,-0.083,-0.488,3.418,2.502
0.977,-0.119,-0.059,-4.822,0.916,0.305
1.004,-0.055,-0.066,2.197,2.991,6.409
1.005,-0.001,-0.083,1.282,0.977,1.282
0.996,-0.040,-0.043,3.052,-1.587,-2.258
0.995,-0.099,-0.042,4.028,-2.075,-3.601
1.001,-0.031,0.001,5.737,-3.052,-1.831
0.988,-0.135,-0.021,4.578,-1.465,-9.399
0.981,-0.089,0.015,5.920,-0.305,-1.404
0.973,-0.068,-0.028,6.592,4.822,-1.465
0.953,-0.140,-0.078,4.761,3.662,-3.967
0.956,-0.148,-0.075,2.747,2.380,-0.122
0.968,-0.055,-0.069,3.113,0.061,2.930
0.976,-0.136,-0.089,0.916,1.404,-0.732
1.001,-0.010,-0.048,2.747,-1.526,9.705
1.009,-0.025,-0.044,-5.798,1.221,0.000
1.002,-0.084,-0.056,-6.042,-0.244,-1.587
0.997,-0.083,0.004,-2.075,-3.601,-1.404
0.989,-0.120,0.009,-1.831,-1.160,-1.648
0.979,-0.134,-0.019,0.244,1.099,2.625
0.975,-0.087,-0.018,1.526,1.892,4.395
0.985,-0.062,-0.051,2.319,2.686,5.432
0.986,-0.002,-0.042,0.183,4.150,3.601
0.982,-0.039,-0.084,-1.526,2.869,0.183
0.984,-0.063,-0.080,-0.488,-0.305,-1.038
0.991,-0.099,-0.057,-0.488,-2.258,-0.793
0.996,-0.050,-0.024,-0.427,-1.343,1.892
0.993,-0.086,-0.059,-3.723,-0.061,0.122
0.992,-0.084,-0.020,-2.747,-0.427,2.625
0.991,-0.034,-0.023,1.038,0.549,1.160
0.991,-0.067,-0.023,-2.075,1.038,-1.770
0.996,-0.131,-0.040,-1.892,2.991,-1.770
0.990,-0.102,-0.045,0.732,1.709,0.671
0.990,-0.133,-0.043,1.526,0.671,-0.305
0.997,-0.069,-0.031,0.671,2.319,3.845
1.001,-0.057,-0.037,-0.366,2.319,2.808
0.983,-0.087,-0.063,-2.258,4.211,-0.977
0.984,-0.125,-0.044,-0.977,1.892,-0.183
0.989,-0.105,-0.028,0.488,3.174,-0.427
0.975,-0.149,-0.033,0.244,3.357,3.845
0.981,-0.072,-0.041,1.526,3.479,3.174
0.984,-0.113,-0.024,0.305,2.014,1.892
0.980,-0.078,-0.048,3.113,5.615,2.686
0.965,-0.031,-0.061,4.517,3.906,0.977
0.966,-0.155,-0.059,-0.122,2.502,-2.258
0.952,-0.092,-0.089,5.249,5.798,4.944
0.961,-0.099,-0.090,-0.244,3.235,4.944
0.978,-0.010,-0.080,1.892,2.014,5.127
0.991,-0.021,-0.098,0.916,1.465,1.648
0.998,-0.048,-0.050,-0.244,0.061,-1.953
0.989,-0.090,-0.077,3.174,1.038,-1.404
0.984,-0.054,-0.059,1.953,-0.061,0.305
0.974,-0.115,-0.073,0.671,0.916,-0.549
0.976,-0.095,-0.051,1.587,-1.953,2.197
0.981,-0.073,-0.036,1.709,-0.610,3.174
0.983,-0.062,-0.035,-0.549,0.427,2.502
0.989,-0.072,-0.045,1.465,0.305,2.380

0.204,0.930,2.147,207.825,-316.833,44.067
0.098,1.127,2.457,216.370,-234.558,72.998
-0.031,0.948,1.594,294.861,-38.940,-148.254
-0.114,0.239,1.062,236.755,-22.156,-242.187
-0.191,-0.199,1.594,221.497,-104.919,-263.306
-0.440,-0.265,2.425,210.815,-82.581,-272.156
-0.751,-0.449,2.266,198.730,52.185,-291.138
-0.847,-1.076,1.241,149.841,156.006,-352.539
-0.915,-1.189,1.092,120.972,129.089,-409.973
-0.889,-1.657,1.665,78.491,89.172,-292.236
-1.048,-1.667,1.913,24.841,185.120,-267.578
-1.269,-2.123,1.334,-21.667,247.375,-275.024
-1.082,-2.285,1.159,-30.945,230.042,-219.910
-0.987,-1.817,1.364,11.414,212.463,-135.132
-1.145,-1.594,1.599,-33.691,253.540,-123.230
-0.969,-1.868,0.812,-12.390,312.378,-115.173
-0.767,-1.533,0.671,33.508,276.428,-57.556
-0.628,-1.145,0.623,44.250,245.667,-36.133
-0.630,-1.229,0.561,36.377,234.131,-45.959
-0.626,-1.215,0.591,47.302,209.229,-32.104
-0.629,-1.406,0.458,57.556,209.839,-23.193
-0.642,-1.525,0.371,54.138,205.750,-7.141
-0.748,-1.556,0.285,55.542,195.923,34.241
-0.713,-1.566,0.194,44.922,193.665,58.472
-0.562,-1.428,0.116,67.505,167.786,108.887
-0.460,-1.030,0.153,87.219,146.606,151.184
-0.318,-0.529,0.238,71.960,122.742,159.485
-0.259,-0.738,0.357,13.245,110.901,103.394
-0.230,-1.048,0.546,-5.493,122.009,127.014
-0.273,-0.807,0.203,48.462,154.114,183.594
-0.082,-0.380,0.138,46.814,136.414,199.524
0.063,-0.180,0.313,18.738,107.239,180.542
0.158,-0.217,0.257,24.597,111.328,160.522
0.247,-0.246,0.103,32.227,106.812,149.780
0.352,-0.177,0.046,40.161,94.421,151.794
0.430,-0.013,0.002,42.236,80.444,157.227
0.509,0.197,0.021,36.987,70.679,142.273
0.550,0.117,-0.042,35.034,65.125,114.929
0.561,0.027,-0.089,45.166,38.208,97.046
0.599,0.037,-0.027,49.377,22.461,95.093
0.644,0.276,0.003,65.125,17.883,95.337
0.704,0.257,-0.121,65.918,19.714,79.346
0.759,0.248,-0.035,52.856,2.319,73.303
0.796,0.345,-0.021,55.969,6.531,78.247
0.846,0.586,-0.088,52.612,9.521,74.524
0.922,0.688,-0.122,41.565,5.859,59.937
0.965,0.711,-0.130,34.851,-1.038,25.024
1.000,0.493,-0.159,16.968,-2.563,12.146
1.043,0.684,-0.098,14.709,-4.761,15.991
1.080,0.553,-0.086,3.601,-2.686,-2.197
1.085,0.461,-0.059,-2.686,0.366,-3.479
1.085,0.441,-0.066,2.563,-0.549,-10.315
1.076,0.318,-0.023,11.780,-4.456,-20.935
1.062,0.245,-0.007,11.841,-4.395,-26.978
1.028,0.087,0.008,4.150,-0.732,-25.879
1.029,0.086,0.006,-2.258,3.113,-13.000
1.037,0.143,0.021,4.822,3.967,-12.695
1.015,0.045,-0.023,-9.827,11.047,-17.883
0.993,-0.020,-0.046,-10.681,9.399,-11.597
0.996,-0.009,-0.041,-5.737,8.362,-7.324
0.979,-0.026,-0.055,-5.066,7.568,-3.784
0.966,0.047,-0.041,-1.587,5.493,-1.709
0.950,0.020,-0.051,1.892,3.479,-13.000
0.939,-0.095,-0.055,0.916,2.991,-14.282
0.940,-0.038,-0.091,2.563,1.038,-4.822
0.938,-0.116,-0.074,-2.930,-1.953,-7.812
0.952,-0.109,-0.066,-0.061,0.916,2.441
0.968,-0.004,-0.060,0.549,1.404,6.836
0.977,0.001,-0.086,-1.038,2.441,4.517
0.991,0.043,-0.061,4.761,-2.502,4.211
0.994,0.043,-0.010,1.831,-2.319,0.916
0.998,0.007,-0.040,2.869,0.549,0.793
0.997,0.048,-0.023,0.549,1.160,2.136
0.981,0.007,-0.075,-1.587,3.662,-1.221
0.981,-0.014,-0.090,0.061,2.075,-0.916
0.987,0.066,-0.041,1.892,-1.221,0.854
0.984,0.023,-0.067,0.183,2.747,-6.531
0.991,-0.040,-0.064,0.366,-0.549,-1.953
1.002,0.033,-0.067,0.122,3.052,-1.465
0.994,-0.030,-0.087,-2.563,1.953,-3.296
0.990,-0.012,-0.054,1.404,0.977,-0.366
0.986,0.000,-0.055,1.892,0.854,-1.099
0.991,-0.031,-0.045,1.282,-2.014,-3.174
0.989,-0.022,-0.000,-1.282,0.732,-1.221
0.982,-0.065,-0.064,-1.038,4.883,-1.038
0.985,0.030,-0.054,-0.854,1.404,2.258
0.979,-0.045,-0.068,0.854,2.869,-1.587
0.981,0.008,-0.054,2.747,0.793,3.174
0.985,-0.014,-0.064,-1.709,2.319,0.000
0.982,-0.029,-0.093,-0.793,1.221,2.441
1.001,0.034,-0.066,0.610,-0.122,3.113
1.000,0.018,-0.050,-2.197,-0.610,0.061
0.996,-0.002,-0.054,-1.465,1.038,-0.854
0.989,-0.031,-0.041,-2.075,1.282,-0.977
0.982,-0.007,-0.060,2.136,1.831,1.404
0.981,-0.020,-0.073,1.892,3.235,-0.305
0.991,-0.012,-0.070,0.427,2.075,-0.122
0.981,-0.002,-0.080,1.587,2.686,-1.282
0.972,-0.049,-0.084,-1.404,1.404,-2.380
0.984,-0.030,-0.045,2.991,-1.160,1.648
0.986,0.011,-0.049,4.639,2.930,-1.465
0.978,-0.096,-0.069,0.549,-0.549,-1.709
0.985,0.005,-0.050,1.038,1.953,4.944
0.983,0.038,-0.064,0.732,2.747,2.930
